z1,z2,z3,Class
-0.13111092,-0.0026032627,-0.47620314,6
-1.661602,0.005660534,-0.37249458,4
0.4494169,-0.029746562,-1.7839206,1
-0.4615669,0.025787234,1.2800155,8
0.6486305,-0.0378533,2.0887492,7
0.5892653,-0.06708656,1.670664,7
1.7747979,-0.043922573,1.1709294,5
-0.5799157,0.02780807,-0.049507678,4
-1.8696266,-0.01132533,0.108922005,2
0.50475603,0.07431656,0.02170217,9
0.6847936,-0.02035129,-1.7576653,1
0.6805485,-0.08643243,1.7894446,7
-1.6983079,0.0024052262,0.0035437047,4
-0.953292,0.007637799,-0.06867692,6
0.51036286,0.00058320165,1.0717697,9
0.8384738,0.033561915,0.7936169,7
-0.51689607,-0.013468027,-2.078813,1
-1.0216583,0.005543947,1.3733668,8
1.1274064,-0.05968094,1.9827274,7
0.5445395,-0.012324452,-1.9721178,1
-1.4989268,0.0170407,0.04497558,2
-0.31693482,0.018189967,1.1246814,8
-0.5839137,0.020624787,-0.5706261,0
0.9339684,0.08094451,0.04853162,9
-0.27433112,-0.03799486,-1.2759188,1
-0.5601707,0.0063661337,1.2265296,8
0.75517416,-0.0011353195,1.0095353,7
-0.869396,0.018299013,-0.62192106,0
1.6818005,-0.0726752,1.4569564,5
-0.9206967,0.04121256,0.71518785,8
-1.5309111,-0.012636334,0.56361014,6
-0.2678732,0.0024232864,2.2253375,7
-1.755571,-0.0021181405,-0.11585879,2
-0.09476572,-0.014178216,-1.193145,0
-0.6307667,-0.005212009,1.2934806,8
0.44799712,-0.04432842,1.3971635,7
0.43964285,-0.029338658,-2.209743,1
-0.22775196,0.040149152,-0.47991753,6
-0.57438797,-0.021615237,0.8364244,2
-0.54789495,0.041822612,0.19710805,1
0.44765043,0.015429735,1.0246115,9
-0.9308701,0.024287373,-0.474755,6
-1.5792711,-0.041888475,0.14361936,0
0.016162932,-0.03352818,-2.5922475,1
-1.1292334,0.016460419,-0.7925656,0
1.9436125,0.055350125,-0.1984173,5
2.67282,0.013008803,0.068662554,5
0.04135318,-0.051944822,-1.7543145,1
0.41846165,-0.022222877,1.1932772,7
-0.7848018,0.029729247,-0.5927575,0
1.1500078,-0.0039069355,0.7373496,5
-0.9022719,-0.017584026,1.5298529,8
-1.6053666,0.009940058,-0.08558345,4
-0.48790494,0.032455176,-0.42239648,0
-1.5893129,0.008926451,-0.349249,4
-0.32288042,-0.00090640783,1.5526786,0
-0.44142726,0.01599148,0.020122439,6
-0.9618536,0.0057894588,0.15138471,6
-1.0290078,0.024150252,0.1152734,4
-0.088360235,0.0009665787,-1.1861858,0
-0.19237931,0.03583619,-0.3683315,0
-1.3726027,-0.0028758347,0.105087236,4
0.47764772,-0.03589979,1.3877498,7
-1.7080866,0.060424656,-1.6656703,3
-0.7539523,0.010376811,-0.782866,0
2.6495295,0.018478632,0.4590147,5
-0.87531424,-0.0095945895,1.8348733,8
-1.0650992,0.04147783,-0.06139064,4
0.7115088,-0.0147563815,-1.9793838,1
0.57568246,-0.04573685,-2.5459986,1
-2.139889,-0.017700851,0.59725815,2
1.0761843,0.031692564,0.56706285,9
-1.1254972,-0.0065804124,0.23529573,2
0.12940967,0.027856827,-0.8201206,8
1.1192089,-0.07703097,1.4959562,5
0.072541885,0.039448738,-0.3325196,0
-1.195324,0.006642401,0.17011149,6
-1.0663103,0.018292576,0.13753209,3
-1.1819016,0.023746133,0.096527696,4
-0.5911768,0.021111786,-0.45874673,6
-0.15534759,0.036879033,-0.43045294,0
0.84455293,0.07029849,0.4004559,9
1.1348896,-0.014882535,-2.104313,1
0.834675,-0.083532825,1.8268675,7
0.123479426,-0.0017733276,-0.89816535,3
-0.45767328,0.03386858,0.5283915,8
1.6924763,0.01495862,0.09560706,5
-0.38810584,0.07618961,0.44291586,8
0.23905815,0.0011379421,-0.68936545,3
-1.7765689,-0.03252369,1.4190823,8
1.3567101,-0.036865085,0.89619505,5
-1.6567569,0.0012059212,0.6213432,2
-0.4358739,0.03286636,-0.5976209,0
-0.9546137,0.059147626,0.8188587,8
0.6806675,0.033008188,0.89453816,7
-0.24128403,0.0061732233,-1.0936263,0
0.25649878,-0.0011358857,-1.0538479,3
1.2879838,0.002198726,0.6402901,5
-0.8850532,0.024059445,-0.7432009,0
-1.1309348,-0.013684213,1.2527785,6
0.49642098,0.040370643,0.57011807,5
-1.349603,0.011448294,-0.056831807,2
0.6504602,-0.079145566,1.7733797,7
1.6522365,-0.045038193,1.0167761,5
-1.1411501,0.0075371265,0.3375876,2
-0.33139467,0.019382387,-0.8318449,6
-0.662639,0.033109218,0.8447687,8
-1.5430385,-0.02209273,0.42973274,2
-0.78115225,0.001916647,0.17599818,6
-0.22606598,0.01190725,1.166162,8
-1.125087,0.07151401,-0.6294279,0
-1.2875034,0.01355657,0.17018011,4
-0.8598062,0.02995789,-0.13923487,4
-1.0993505,0.0057264864,-0.20162809,4
-1.7313164,-0.021302491,0.15184346,4
-1.5410398,-0.0042718947,-0.006172836,4
-0.44327006,0.00024485588,-1.1040182,1
1.2601442,-0.021910846,0.7368014,5
-0.74749964,-0.0008085668,-0.94707954,6
0.8834457,0.0696384,0.30620453,5
1.6953436,0.008074969,-1.4887499,3
-0.107335106,0.010460734,-1.3687687,3
0.24234468,0.03238231,0.8938617,7
1.3718032,-0.0011306405,-1.2755724,3
0.12512565,0.035177827,-0.5470253,3
-0.7404104,0.03370434,0.27432093,6
-1.345995,-0.003878951,0.2807817,2
-0.39778545,0.048758358,0.48930937,8
-1.1091119,0.022451997,-0.21495974,4
-0.11701852,0.019997984,-0.35876703,6
1.4964621,-0.053543806,1.3100643,5
0.7608687,0.031454325,0.7653223,9
1.7465676,0.0001937747,-1.9092416,3
-0.74166524,0.018486142,-0.07779309,2
-0.781713,0.023218304,-0.18160275,3
-0.79401094,0.02781418,0.05856575,2
-1.8066362,-0.0191091,0.26420832,4
-1.7880788,-0.012581706,0.07040188,4
-1.3544521,0.010400534,1.2944795,8
-1.728838,-0.02504012,0.34723416,2
1.4381827,0.0496749,0.38869038,5
-0.6156726,0.018929511,-1.2168912,3
-2.0068848,-0.035457015,0.36914873,0
0.9591189,-0.06326693,1.4806757,7
-1.4449832,0.0015868247,-0.14459056,2
-0.7936452,0.0035334527,-0.6846227,0
-1.7837553,-0.025713444,0.13750559,2
1.7543173,0.05687055,-0.4758885,5
0.3275605,-0.003416866,1.2616689,7
-1.7636973,-0.006672442,-0.07278946,2
0.5117884,0.029575408,-0.6623881,3
0.9895061,-0.020889878,-1.9089822,1
0.5920814,-0.07713209,1.8364226,7
-0.17304157,0.026962757,0.8346753,6
-2.083817,-0.01735866,0.08372964,2
1.1776596,-0.018163174,0.9155317,9
0.48550805,-0.044136375,-2.3693962,1
0.99290395,0.07702312,0.35633212,9
-0.08020005,-0.028157443,-2.541727,1
0.40360776,-0.013735712,-1.3088206,1
-1.4909546,0.030366927,-0.64908576,8
1.0457051,-0.049441665,1.2414651,7
-1.8631293,0.0108753145,0.8299654,8
-1.5167669,-0.0055117905,0.41621983,4
-0.57753867,0.020242512,0.108693436,2
-0.0857023,0.041826963,-0.39411455,6
-0.26648068,0.014788121,-0.00074982643,6
1.1555637,-0.046850502,1.3047183,7
0.5293738,0.072936445,0.6139002,9
-0.19881864,0.020786345,0.088455185,4
-1.6253333,-0.0118024945,0.1246469,6
0.5348094,-0.049748152,-2.4452043,1
1.0142356,0.061820537,0.20894015,9
1.6265095,-0.028188527,0.994232,5
-1.9893094,-0.029805899,0.2569539,6
-0.4338045,0.031229168,-0.3193494,0
2.1799865,0.0057219565,0.076015174,5
-0.8369371,0.011651248,-0.76167,0
0.9080525,-0.0061838627,-1.7103795,1
-1.6215653,-0.028541297,0.23191954,6
0.54718846,-0.023730606,-2.0301428,1
0.7802289,-0.053229988,-2.3613486,1
-1.192134,-0.005199373,0.21329215,6
0.0997411,-0.051137865,1.9370055,7
-2.261182,-0.012866706,0.4075373,4
-1.8669529,-0.025183141,0.8654276,4
0.16662803,0.022479802,-0.7782315,8
-1.3111987,-0.008051068,0.14475644,6
-0.5587845,-0.016884834,-1.0604382,4
-1.0023048,0.046861976,-0.13278043,6
0.45916364,0.0073950887,1.2268115,9
-1.6589268,-0.01306954,0.6303145,3
0.5778016,-0.0576196,1.5477618,7
1.6274227,-0.09587832,1.8491557,5
-0.4860939,0.033124,-0.7224754,0
-0.52454716,0.0091790855,1.2526009,8
-0.23296271,0.0015161335,-1.2786729,3
-1.0185002,-0.0072233677,-0.27423435,4
-0.12020555,0.013436228,-0.41168028,0
0.17627421,0.030657738,-1.1498293,3
0.4690054,0.009366244,-0.66449535,3
-1.903209,-0.0027237535,-0.07037172,2
-0.9657794,0.018558323,-0.8639592,0
0.7872863,-0.015662968,-3.636848,1
-0.70095325,0.032470852,-0.5427429,0
0.103982426,0.016960293,-1.0378816,3
-0.37075818,0.033607602,0.36355656,8
-0.75928456,-0.057666123,-1.4768293,3
0.6161148,0.109118044,0.16464582,9
-0.406394,-0.03447768,-1.0359194,1
0.6928794,0.051185817,0.78839624,9
-0.58033866,0.02541998,-0.57062876,0
0.15416205,0.02724424,-0.018563807,4
0.49898317,-0.028977334,1.3364136,7
0.8638941,-0.054028213,1.53357,7
-0.49848267,0.0057213604,1.6050975,8
1.3439554,-0.039820194,1.1548896,5
-0.8787727,0.027252704,-0.12997961,6
1.4776007,0.039742053,0.14914423,5
-0.3764838,0.027152598,-0.09253037,6
-0.30793306,-0.010226607,-0.5408086,8
-0.27877742,0.027450264,0.121020004,2
2.250033,-0.0895011,1.5490817,5
-2.101968,-0.0019581616,-0.571614,2
0.30435386,0.021664888,-1.0410527,3
0.8448371,-0.034442246,-2.0054407,1
-0.09653176,0.034824044,-0.5083289,6
-0.36606476,0.04984483,-0.31359303,0
0.43891677,0.020059079,1.0015323,7
-0.325055,0.026658237,0.32822275,8
0.40362123,-0.07678035,1.6442174,7
-0.6595016,0.035749108,0.4993444,8
-0.08834714,-0.0020217001,-0.6867137,1
0.49443159,0.019907683,1.075984,9
-0.8527007,0.04012105,0.041104674,6
-0.5661841,-0.014174491,-0.9728347,4
0.926567,-0.015534669,1.1522254,5
0.5930493,-0.054493487,1.4244431,7
0.8825371,-0.05289626,-2.6362772,1
0.934738,-0.075746745,1.4487346,7
-0.30329528,0.041635156,-0.21753347,6
-1.1206157,-0.0031915605,0.07978673,6
0.5994293,-0.07633899,1.8422953,7
0.21170788,0.014858812,-1.2664205,3
1.4686389,0.03826204,0.33034986,5
-0.6815804,0.01953438,0.28954306,8
0.87590605,-0.04364094,1.3011062,7
-0.13843551,-0.017685145,-1.1709003,3
-1.3235298,0.007968485,-1.5407935,3
0.9475723,0.08329713,0.25781152,9
0.05245506,0.016964406,-0.70298505,0
-0.05384784,0.0091739,-1.0486498,3
1.2324388,-0.031220675,-2.1206927,1
-1.3042171,0.00091704726,-0.058858722,6
-1.3663566,-0.0020198524,0.037106693,4
0.59607625,-0.06364831,1.9211096,7
-0.32348093,-0.005185604,-0.9700315,0
1.9592408,-0.070261225,1.2348624,5
0.7255846,-0.025616884,-1.7758085,1
1.2526155,-0.0007674694,0.7174101,5
-1.2386346,-0.013366491,-1.4105664,4
-0.6782283,0.025414735,-0.03428507,4
1.4813591,-0.09502341,1.7159101,5
1.3138888,0.051687717,0.35217717,9
-0.36943585,0.0019330084,-2.5371099,1
-0.2042395,-0.022113651,-1.0524627,0
1.6106275,-0.04884273,1.2824113,5
-0.6580532,0.030676335,0.80377805,8
-0.6735882,-0.033658743,-1.3119458,3
0.12935968,0.014890045,-0.31061304,4
-1.8128374,-0.01936242,0.023952901,4
-0.35215458,0.02749744,0.15351881,2
-2.0201068,-0.022170335,0.23482323,4
-0.33729354,0.03024441,0.07361947,2
1.5533476,0.0024676323,0.7154046,5
-0.14612043,-0.013823062,-0.06458697,6
0.6234866,-0.045836598,1.4275775,7
-0.46628514,0.03417155,0.1897749,2
-0.8001664,0.004577607,0.114909634,2
1.0734847,-0.07128191,1.3983158,5
-0.8870702,-0.024882793,-1.6798955,3
-0.6959234,0.024299353,0.370457,8
-0.54432476,0.0145273805,1.1147449,8
-0.7514287,0.018344432,-0.68056315,6
-0.3890386,0.013775438,1.4572926,8
-0.7646207,0.032621145,-0.050515205,4
-1.407999,0.0015053451,-0.24035525,4
0.98882306,-0.03666085,-3.157867,1
-0.8367238,0.015613139,-0.66155946,0
-1.9396887,-0.002531916,-0.2510156,2
0.53908837,-0.08216727,1.7565483,7
0.54893774,-0.0398854,-2.1063266,1
-0.07915184,-0.038933545,-2.0446029,1
-0.54031825,0.0024122596,1.163902,8
-0.320558,0.019464582,1.2331903,8
-1.4584779,0.024436295,0.6524818,2
0.16748498,-0.0536972,1.9295176,7
0.85360837,0.06654078,0.07062422,9
0.23707959,-0.042102486,1.6598566,7
-1.2102093,0.01934424,-0.25680017,4
1.6682003,-0.031852543,-3.2009149,1
0.016481407,0.025821447,-0.039343446,2
-0.14087725,0.01987195,-0.30488718,0
-1.1478937,-0.016700596,1.1630604,8
0.572489,0.054946303,0.53721875,9
0.83038205,-0.01942566,-1.6729621,1
-0.57510746,0.02598083,-0.19296181,4
1.102022,0.07611489,0.39313608,9
1.6548299,-0.024770528,0.8146106,5
-0.19336273,0.03973764,0.72250736,6
0.3996488,-0.06100896,1.5392992,7
0.005860593,0.0018156767,-0.37555015,0
0.1504194,0.014660209,-1.3049772,3
-0.78500533,0.03041625,-0.052864045,2
-0.5464774,0.044569075,-0.43751472,0
-1.3257135,0.02151528,-0.23340869,4
0.8445549,-0.041803688,-2.224989,1
-0.44348297,0.035750955,-0.4427123,0
0.021613974,0.0058245063,-0.72930884,0
-1.1276759,0.0011715591,1.1074638,8
0.99320924,-0.06747794,1.5219764,7
-0.41297588,0.032380342,-0.42431873,0
-0.4199224,0.015470356,0.063501105,2
0.70962477,0.046945095,0.7623938,9
0.91988075,0.09144002,0.41791028,9
0.62937534,-0.009423912,-1.8726653,1
1.308418,0.023440838,-1.618269,3
-0.5420524,0.04256749,0.5105541,8
0.28945872,-0.016911656,-1.1659961,3
0.98509663,-0.031096876,-1.8040594,1
-1.5933206,0.0025535822,0.06127143,4
-0.9993993,-0.012798071,1.6987993,8
2.243373,0.027574599,-0.3334108,5
0.21907212,-0.023747504,-0.65780133,1
-1.2337602,-0.017726183,1.2514235,8
-0.7356105,0.012075722,0.13601714,2
0.37577435,-0.0032708347,-0.56934166,4
-1.0222317,0.025161952,-0.052487493,4
0.7846638,0.10160178,0.028317839,9
1.0726923,-0.05751133,1.2698643,5
1.6265233,-0.03746307,1.0377247,5
-1.4933915,0.011055112,0.19469684,4
2.4002666,0.009298146,0.1485787,5
-0.07015853,0.008516192,-0.4460687,6
0.11016399,0.0035121143,-1.3614601,3
0.8424722,0.002317667,0.96484375,7
-1.3529247,0.0099030435,-0.05726114,4
0.79193825,0.0549345,0.7230253,9
1.4362503,-0.032758266,1.1364329,5
-1.2754276,-0.0096286535,1.8719716,8
0.8920004,0.07823852,0.17370056,9
0.84566694,0.009760976,-0.89736736,3
1.6634593,0.035937548,-0.6431271,9
-0.96601236,0.011905581,0.06585632,6
-1.6363878,-0.015658766,0.28408235,4
0.97953004,-0.045622855,2.0817165,7
-0.9817431,0.021104425,0.16073906,2
-0.580918,0.032051623,-0.12853211,2
-0.45609054,0.03749779,0.104267985,6
-1.7260468,-0.017192334,0.08196068,4
-0.32747102,0.022558004,1.1716359,8
-1.5924995,0.001078546,-1.1272265,3
-0.23759012,0.024012685,-0.50269824,0
-2.0796926,-0.016042054,0.10081379,2
-0.7607008,0.022125155,1.9200993,8
0.6018031,0.0795739,0.40567064,9
-0.9776914,0.009355068,-0.8809885,0
-0.63946563,0.034003824,0.88772017,8
-0.4824539,0.013762742,-1.0427941,6
0.15498582,0.0040096343,-1.1409694,3
1.1283897,0.0391936,0.44745076,9
0.5817758,-0.052740157,-2.0590162,1
-1.2860167,0.00279361,-0.59371823,6
-1.9907385,0.009231657,-0.7740084,3
-0.7622106,0.019554168,0.18860012,2
-1.8217261,-0.0030175745,0.24453974,6
0.4392428,-0.010380983,-1.5376478,1
-0.43198833,0.02260524,-0.5367495,0
-0.7677969,0.02052781,-0.03681019,2
-0.38011345,0.026112914,-0.4903462,6
-1.9747585,-0.0041536093,0.14328381,2
-1.6001457,0.0075649023,-0.56853396,3
0.009826772,-0.01320079,-1.2345644,3
0.74993765,0.050786525,0.58600235,9
0.53855956,-0.046324283,-2.4803753,1
0.73331517,-0.01982513,2.2119236,7
0.8197301,0.030683875,0.66605896,9
0.21964037,-0.043994874,-2.7081237,1
0.841695,-0.005354613,-1.2879342,1
-0.09407979,0.034577936,-0.35596794,0
0.7994739,-0.04203081,-2.5466123,1
0.56577724,-0.045571387,2.0301757,7
-1.0195843,0.019182116,-0.7391522,0
0.34487402,0.029733837,-0.76931524,8
1.9089954,-0.009132504,0.7838924,5
-0.13390295,0.02120778,-0.40348482,0
-0.99056494,0.034764856,-0.59329545,6
-0.516383,0.034534007,-0.49350083,0
0.15678148,-0.039271116,-1.7447082,1
-0.425585,-0.009709626,-1.0090884,6
-0.5155189,0.052024484,-0.17778113,6
-0.4994907,0.073734075,0.5141599,8
0.8434937,-0.023797631,1.2338679,7
-1.1960773,0.029748887,-0.4939081,0
1.0915152,0.056994766,0.50530005,9
0.42976618,0.030544937,0.8112935,9
0.26287314,0.014590561,1.0664834,9
0.37557566,-0.017700434,1.3025901,7
-1.8608853,-0.002027154,0.04895255,4
-0.8355478,0.01333499,-0.26326072,3
0.8558559,0.028572053,0.6902008,9
1.7857807,0.008934826,0.20487945,5
0.60390216,0.03243482,0.8608287,9
0.30607036,-0.042473167,-2.142549,1
-1.1837842,0.038602322,-0.24891657,4
0.30120137,-0.027607292,-1.7210604,1
-1.0992569,0.011857837,0.40559688,6
-1.2472706,0.016209424,-0.0753451,2
-1.2414109,0.0144301355,-0.14279836,2
-1.6740677,0.02342984,-0.06651971,2
0.48408064,-0.04704857,1.8320158,7
0.70758945,0.016402692,0.9725541,7
-0.9723674,0.036218107,-0.61323553,6
-0.07279502,0.009161413,-0.55522287,3
0.16236503,0.019995928,1.0580721,7
1.7325668,-0.08920637,1.8097676,5
-1.0475519,-0.0031000972,1.6589671,8
-0.47274998,0.019653708,0.19189185,6
-1.5089123,-0.009589136,0.50978756,4
-0.4457626,0.06453034,0.48221314,8
-1.1400706,0.018605828,0.020473123,4
0.5229367,-0.0141943395,2.2207096,7
-0.4102201,0.04587871,0.41522563,8
-0.725468,0.013646454,0.23955408,6
1.7781156,-0.06411606,1.9387052,5
0.65274906,0.091778606,0.35008743,9
0.7269871,0.037798345,0.7720238,9
-0.8735492,0.053140074,-0.55494356,0
-0.51623625,0.009128422,-0.6145782,0
-1.8777834,-0.022153258,0.53236467,2
-0.76306736,0.02589947,-0.09883708,4
-0.046084475,-0.02412498,-1.191523,3
0.674824,-0.058474094,1.9632858,7
0.71696526,0.10113433,0.39318275,9
-0.8103948,0.01800692,-0.23326313,3
-1.6180897,-0.0020374954,-0.006116092,1
1.0039203,0.020704627,0.7134602,9
-0.807511,0.009759337,0.15008304,2
1.2259687,0.05240801,0.34513175,7
2.5248291,-0.015430838,0.34934708,5
1.7181802,-0.05551991,1.68119,5
-1.7533077,0.0024839044,0.049036264,4
-1.815183,0.0020127594,0.6074792,8
-1.7944174,-0.0050168037,0.06032841,2
0.15677468,-0.0153105855,1.4721972,7
-0.17368937,-0.001975,1.3093702,8
-0.14058907,-0.025187075,-2.4257612,1
-2.0356493,-0.029933244,0.32558465,2
-1.4606482,0.011025548,-0.1658727,6
-1.2365361,0.0028295815,0.15929991,6
-0.4377572,0.032232434,0.7835584,8
0.18708241,-0.042535245,-2.088138,1
0.69606966,0.08411595,0.26552778,9
-0.9962387,-0.0018131137,0.064837605,6
-0.17855169,0.02515009,-0.95537174,0
-0.33233842,0.02882725,-0.44560832,0
1.8467182,-0.042491406,0.9469254,5
1.1551232,0.045448005,0.39422286,9
-0.83747923,0.026661605,-0.42122608,3
0.06775575,-0.013081431,-1.2254975,3
0.40913004,-0.051189333,1.51062,7
0.023198504,0.035613626,-0.3190503,6
0.5258405,-0.03276682,-2.1148696,1
-0.10275905,0.014145583,-0.4578057,0
-0.1054554,-0.006393671,-1.1186746,0
-0.38332966,0.029583424,0.014642209,6
-1.311166,0.024340987,-0.15051892,4
0.33495393,-0.025012553,1.3455462,7
2.3311262,0.021540225,-0.4091879,5
0.75110805,0.049393833,0.58292013,9
0.6296102,0.034339458,0.91985625,7
1.0275964,0.07190451,0.21648467,9
-1.8573309,-0.009739697,-0.24991214,3
-1.2077283,-0.021384,1.7242799,8
-0.7765299,0.00052410364,1.5394287,8
-2.0953586,-0.028988779,0.23104796,4
-0.72436994,0.060593992,0.8129956,8
1.4814302,-0.055475146,1.6762942,5
-1.8843887,-0.0038349628,0.05074534,4
-2.011593,-0.011739016,0.29576588,2
-1.8354043,0.0017180741,0.90019333,2
0.46640933,-0.05227375,1.5005087,7
0.36660475,-0.0663639,1.8753915,7
1.1479831,-0.08303575,1.7221129,5
-0.07772787,0.077914625,0.5469297,8
-1.7491481,0.0015637279,-0.20346832,4
-1.5359501,0.007361889,0.022342801,6
0.69135004,0.09008777,0.3527354,9
-1.4853139,0.009794712,0.049988136,4
-0.22199242,0.010176659,-0.6166834,3
0.67382556,-0.036536217,1.2895268,7
0.1787357,0.00018554926,-0.7315514,8
0.9993118,-0.052810073,1.2186717,7
-0.8671731,0.020282388,0.61366135,8
0.15120576,-0.027194321,-1.2650023,3
0.633059,-0.065488294,1.5246853,7
-1.3291425,-0.016693443,1.2209928,8
-1.5831169,-0.016395211,0.24160305,4
0.86834955,0.063329935,0.5895582,7
0.55635923,-0.079864606,1.8148843,7
-1.6226932,0.012361556,0.03787476,2
-1.1802651,-0.010679543,0.12650833,2
-0.5036102,0.032332003,-0.904688,0
-0.40795773,0.023190409,-0.55724066,0
-0.9357043,0.023603171,-0.67823726,0
0.45673248,0.0028128028,-1.0435774,3
0.6620779,0.08404994,0.014003873,9
0.5936399,-0.048799068,-2.262196,1
-1.0144864,0.016165704,-0.44079727,0
0.90671504,0.0941568,0.15527774,9
-0.8824426,0.051085144,0.7723886,8
-1.6562449,-0.009253979,0.21864249,4
-1.952561,0.03367701,-1.1126066,3
1.0631232,0.05293423,0.39634073,9
1.1475261,0.010695338,0.6689591,9
